id          first_name  last_name   gender      party       party_duration  age         married     children_count  homeowner   employed    created_at                 updated_at                 COUNT(1)  
635         Alene       Kuhic       female      democrat    25              83          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
636         Mary        Larson      female      republican  10              66          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
637         Lucas       Beatty      male        republican  8               40          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
639         Dangelo     Swift       male        republican  26              52          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
644         Electa      Dicki       male        republican  9               33          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
648         Wilfredo    Bergstrom   male        green       12              44          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
649         Margot      Lubowitz    male        na          13              50          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
652         Brandy      Vandervort  female      democrat    5               27          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
654         Darien      Ziemann     female      democrat    5               38          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
655         Leonardo    Gerhold     male        democrat    5               30          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
